category_name,category_id
Washington Color School,http://www.wikidata.org/entity/Q7971736
Yoruba art,http://www.wikidata.org/entity/Q8055874
Youthquake,http://www.wikidata.org/entity/Q8059379
Q8778251,http://www.wikidata.org/entity/Q8778251
Los disidentes,http://www.wikidata.org/entity/Q9023985
Brazilian modernism,http://www.wikidata.org/entity/Q9033935
Q9160857,http://www.wikidata.org/entity/Q9160857
avant-pop,http://www.wikidata.org/entity/Q9162904
expressionism,http://www.wikidata.org/entity/Q9252021
Fifth Moon Group,http://www.wikidata.org/entity/Q9384967
Arte Nova,http://www.wikidata.org/entity/Q9631069
Q9667842,http://www.wikidata.org/entity/Q9667842
Q10262082,http://www.wikidata.org/entity/Q10262082
Arcadic indianism,http://www.wikidata.org/entity/Q10301970
Q10332791,http://www.wikidata.org/entity/Q10332791
neo-concrete movement,http://www.wikidata.org/entity/Q10336205
neo-primitivism,http://www.wikidata.org/entity/Q10336318
Queer art,http://www.wikidata.org/entity/Q10356072
Q10364240,http://www.wikidata.org/entity/Q10364240
Aemilia Ars,http://www.wikidata.org/entity/Q10401752
Halmstadgruppen,http://www.wikidata.org/entity/Q10516501
concrete art,http://www.wikidata.org/entity/Q10822316
libre art,http://www.wikidata.org/entity/Q10857049
realism,http://www.wikidata.org/entity/Q10857409
late Gothic,http://www.wikidata.org/entity/Q10924220
Lingnan School,http://www.wikidata.org/entity/Q11050078
Mavo,http://www.wikidata.org/entity/Q11231120
New Wave,http://www.wikidata.org/entity/Q11324646
New York Dada,http://www.wikidata.org/entity/Q11324971
Brussels style,http://www.wikidata.org/entity/Q11355242
Kyō-Kanō School,http://www.wikidata.org/entity/Q11374568
Kaga Hōshō,http://www.wikidata.org/entity/Q11399663
uchiwa-e,http://www.wikidata.org/entity/Q11420301
Ikebukuro Montparnasse,http://www.wikidata.org/entity/Q11552236
Q11761903,http://www.wikidata.org/entity/Q11761903
New Sculpture,http://www.wikidata.org/entity/Q11811815
Modernism in Camprodon,http://www.wikidata.org/entity/Q11937152
Q12211542,http://www.wikidata.org/entity/Q12211542
Euskal Pizkundea,http://www.wikidata.org/entity/Q12257572
Bansko art school,http://www.wikidata.org/entity/Q12272944
Native Art,http://www.wikidata.org/entity/Q12292475
Samokov art school,http://www.wikidata.org/entity/Q12292926
Skønvirke,http://www.wikidata.org/entity/Q12335978
Socialist realism in Poland,http://www.wikidata.org/entity/Q12357481
Russian romanticism,http://www.wikidata.org/entity/Q12378461
Tinerimea artistică,http://www.wikidata.org/entity/Q12742313
neosymbolism,http://www.wikidata.org/entity/Q12772445
pattu movement,http://www.wikidata.org/entity/Q13113183
Urushi-e,http://www.wikidata.org/entity/Q13422166
Hellenism,http://www.wikidata.org/entity/Q13635766
Q13986062,http://www.wikidata.org/entity/Q13986062
Islamic metalwork,http://www.wikidata.org/entity/Q15820459
Regionalism,http://www.wikidata.org/entity/Q15838173
Ghent-Bruges school,http://www.wikidata.org/entity/Q15941800
art of Classical Greece,http://www.wikidata.org/entity/Q16064885
Q16143233,http://www.wikidata.org/entity/Q16143233
Neo-Grec,http://www.wikidata.org/entity/Q16191884
Armenian Renaissance,http://www.wikidata.org/entity/Q16488690
Q16528082,http://www.wikidata.org/entity/Q16528082
Contemporary sculpture,http://www.wikidata.org/entity/Q16563821
Ton Fan Group,http://www.wikidata.org/entity/Q16680386
furry art,http://www.wikidata.org/entity/Q16712820
auto-destructive art,http://www.wikidata.org/entity/Q16777449
absolute film,http://www.wikidata.org/entity/Q16824564
Dresden school,http://www.wikidata.org/entity/Q16833665
Plasticien,http://www.wikidata.org/entity/Q16912393
Northern Landscape style,http://www.wikidata.org/entity/Q16934127
Chicago Black Renaissance,http://www.wikidata.org/entity/Q16957374
Greek academic art of the 19th century,http://www.wikidata.org/entity/Q16982623
Baghdad School,http://www.wikidata.org/entity/Q17001345
neo-futurism,http://www.wikidata.org/entity/Q17012219
Mexican Renaissance,http://www.wikidata.org/entity/Q17079316
feminist art movement,http://www.wikidata.org/entity/Q17089653
interstitial art,http://www.wikidata.org/entity/Q17092619
Nut art movement,http://www.wikidata.org/entity/Q17107771
London Regionalism,http://www.wikidata.org/entity/Q17108925
Verdadism,http://www.wikidata.org/entity/Q17144155
post-conceptual,http://www.wikidata.org/entity/Q17153088
Late modernism,http://www.wikidata.org/entity/Q17165854
post-internet,http://www.wikidata.org/entity/Q17299972
Frankenthal school,http://www.wikidata.org/entity/Q17630981
Egyptian Revival,http://www.wikidata.org/entity/Q18086896
NeoPopRealism,http://www.wikidata.org/entity/Q18147731
Decorative painting in Hälsingland,http://www.wikidata.org/entity/Q18202402
New school,http://www.wikidata.org/entity/Q18392048
The Dutch Wave,http://www.wikidata.org/entity/Q18435169
Porn Art Movement,http://www.wikidata.org/entity/Q18476421
Pre Raphaelite women artists,http://www.wikidata.org/entity/Q18530670
Spontanism,http://www.wikidata.org/entity/Q18647485
Germanic animal ornamentation,http://www.wikidata.org/entity/Q19335232
Young Figuratives,http://www.wikidata.org/entity/Q19668527
Jewish Painters of Montreal,http://www.wikidata.org/entity/Q19879265
Yushan School,http://www.wikidata.org/entity/Q20020039
Street art in the Land of Valencia,http://www.wikidata.org/entity/Q20104852
Stile Liberty,http://www.wikidata.org/entity/Q20645040
Tiffany (style),http://www.wikidata.org/entity/Q20658454
Anti-form,http://www.wikidata.org/entity/Q20936218
Geometry of Fear,http://www.wikidata.org/entity/Q21008562
posporn,http://www.wikidata.org/entity/Q21011011
Q21045662,http://www.wikidata.org/entity/Q21045662
Q21077705,http://www.wikidata.org/entity/Q21077705
Teatro por la Identidad,http://www.wikidata.org/entity/Q21503418
Q21507120,http://www.wikidata.org/entity/Q21507120
Neo-Constructivism,http://www.wikidata.org/entity/Q21550800
Art Resilience movement,http://www.wikidata.org/entity/Q21591090
Cyborg art,http://www.wikidata.org/entity/Q22082112
Haitian Vodou art,http://www.wikidata.org/entity/Q22092193
Charleston Renaissance,http://www.wikidata.org/entity/Q22138607
Q22962969,http://www.wikidata.org/entity/Q22962969
Q23560495,http://www.wikidata.org/entity/Q23560495
British School 19th century,http://www.wikidata.org/entity/Q23901155
British School 17th century,http://www.wikidata.org/entity/Q23906819
Vodun art,http://www.wikidata.org/entity/Q24906608
Dansaekhwa,http://www.wikidata.org/entity/Q24988307
San Ildefonso Self-Taught Group,http://www.wikidata.org/entity/Q25040614
Border art,http://www.wikidata.org/entity/Q25304428
Accidentalism,http://www.wikidata.org/entity/Q25347092
Post-cubism,http://www.wikidata.org/entity/Q25381351
Strandzha Iconographic School,http://www.wikidata.org/entity/Q25484595
abstract realism,http://www.wikidata.org/entity/Q26689759
French Romanticism,http://www.wikidata.org/entity/Q27301872
Association of watercolorists of Rome,http://www.wikidata.org/entity/Q27479442
Q27649697,http://www.wikidata.org/entity/Q27649697
Writers in Paris,http://www.wikidata.org/entity/Q28154524
Q28191494,http://www.wikidata.org/entity/Q28191494
Animalier school,http://www.wikidata.org/entity/Q28401399
Indigenouism,http://www.wikidata.org/entity/Q28457244
aesthetic dress,http://www.wikidata.org/entity/Q28868614
Q28872661,http://www.wikidata.org/entity/Q28872661
Q29034480,http://www.wikidata.org/entity/Q29034480
Q29152708,http://www.wikidata.org/entity/Q29152708
Grupo Logicofobista,http://www.wikidata.org/entity/Q29558391
Group X,http://www.wikidata.org/entity/Q30587647
The YES! Association,http://www.wikidata.org/entity/Q30672519
Q30747879,http://www.wikidata.org/entity/Q30747879
Photoart,http://www.wikidata.org/entity/Q30893795
Q31628743,http://www.wikidata.org/entity/Q31628743
Chiprovtsi School,http://www.wikidata.org/entity/Q32820530
Trash art,http://www.wikidata.org/entity/Q39928705
Verismo,http://www.wikidata.org/entity/Q43012742
Art Nouveau in Alcoy,http://www.wikidata.org/entity/Q43143961
radical realism,http://www.wikidata.org/entity/Q47036053
Boychukism,http://www.wikidata.org/entity/Q47491170
Chaekgeori,http://www.wikidata.org/entity/Q48843055
caipira culture,http://www.wikidata.org/entity/Q48856647
Asociación Arte Concreto-Invención,http://www.wikidata.org/entity/Q48998774
Q54429672,http://www.wikidata.org/entity/Q54429672
Blaue Rispe,http://www.wikidata.org/entity/Q55255109
Hurufiyya movement,http://www.wikidata.org/entity/Q55614094
Neoclassicism in France,http://www.wikidata.org/entity/Q55624952
Q55659927,http://www.wikidata.org/entity/Q55659927
School of London,http://www.wikidata.org/entity/Q55780244
Egyptian Finger and Toe stalls,http://www.wikidata.org/entity/Q56277528
Q56320222,http://www.wikidata.org/entity/Q56320222
British School,http://www.wikidata.org/entity/Q56524314
abject art,http://www.wikidata.org/entity/Q57173928
art brut,http://www.wikidata.org/entity/Q57174052
Black Aesthetic,http://www.wikidata.org/entity/Q57206373
Q57395159,http://www.wikidata.org/entity/Q57395159
Greek late classical period,http://www.wikidata.org/entity/Q57449805
Q58824018,http://www.wikidata.org/entity/Q58824018
original practice,http://www.wikidata.org/entity/Q59149199
Denes Group,http://www.wikidata.org/entity/Q59855216
Salon Cubism,http://www.wikidata.org/entity/Q60367157
Art for art,http://www.wikidata.org/entity/Q60775109
New Figuration,http://www.wikidata.org/entity/Q60776237
naive symbolism,http://www.wikidata.org/entity/Q60797020
Cezannian cubism,http://www.wikidata.org/entity/Q61444300
Q62090257,http://www.wikidata.org/entity/Q62090257
High Baroque,http://www.wikidata.org/entity/Q63442026
Q64023267,http://www.wikidata.org/entity/Q64023267
Late Baroque,http://www.wikidata.org/entity/Q64334168
École de Marseille (painting),http://www.wikidata.org/entity/Q64587290
Rutland Group,http://www.wikidata.org/entity/Q64864575
Q65052354,http://www.wikidata.org/entity/Q65052354
Unilalianism,http://www.wikidata.org/entity/Q65061188
Art et Liberté,http://www.wikidata.org/entity/Q65080389
femmage,http://www.wikidata.org/entity/Q65147672
Kharkiv School of Photography,http://www.wikidata.org/entity/Q65209040
Kikuoka School,http://www.wikidata.org/entity/Q65577919
Impossible Sites dans la rue,http://www.wikidata.org/entity/Q65580649
British black arts movement,http://www.wikidata.org/entity/Q65939509
Herdsmen art in Appenzell and Toggenburg,http://www.wikidata.org/entity/Q66292314
Site works,http://www.wikidata.org/entity/Q66436111
Q67154900,http://www.wikidata.org/entity/Q67154900
Beatniks art,http://www.wikidata.org/entity/Q67437883
Otra Figuración,http://www.wikidata.org/entity/Q68607087
Romanos group,http://www.wikidata.org/entity/Q71696833
solarpunk,http://www.wikidata.org/entity/Q72206346
Q73226991,http://www.wikidata.org/entity/Q73226991
Q73252539,http://www.wikidata.org/entity/Q73252539
Q76384182,http://www.wikidata.org/entity/Q76384182
Movimento italiano per l'architettura razionale,http://www.wikidata.org/entity/Q79259197
British School 18th Century,http://www.wikidata.org/entity/Q84505426
Q85369440,http://www.wikidata.org/entity/Q85369440
urban surrealism,http://www.wikidata.org/entity/Q85812448
Q86533894,http://www.wikidata.org/entity/Q86533894
Tryavna Iconographic School,http://www.wikidata.org/entity/Q86592295
Roman School,http://www.wikidata.org/entity/Q86659859
Deerfield embroidery movement,http://www.wikidata.org/entity/Q86751817
Aton Iconographic School,http://www.wikidata.org/entity/Q86906782
Khartoum School,http://www.wikidata.org/entity/Q96312264
Chiprovtsi iconographic school,http://www.wikidata.org/entity/Q96634178
Artistas Modernos de la Argentina,http://www.wikidata.org/entity/Q97132864
elementarism,http://www.wikidata.org/entity/Q97135829
Praxis,http://www.wikidata.org/entity/Q97488319
Dutch Italianates,http://www.wikidata.org/entity/Q97863263
Prairie school of landscape design,http://www.wikidata.org/entity/Q97960912
West Coast Pop art,http://www.wikidata.org/entity/Q97994854
Re-figuración,http://www.wikidata.org/entity/Q98077364
New Image art,http://www.wikidata.org/entity/Q98136972
Ugly Realism,http://www.wikidata.org/entity/Q98594621
worker photography movement,http://www.wikidata.org/entity/Q98594634
Nahda literature,http://www.wikidata.org/entity/Q98684322
New Empiricism,http://www.wikidata.org/entity/Q98690990
saz,http://www.wikidata.org/entity/Q98785047
Zaria Rebels,http://www.wikidata.org/entity/Q98912326
Osogbo Art School,http://www.wikidata.org/entity/Q98912369
experimentalism,http://www.wikidata.org/entity/Q98923806
Romantic Classicism,http://www.wikidata.org/entity/Q99299917
cold art,http://www.wikidata.org/entity/Q99300157
Der Moderne Bund,http://www.wikidata.org/entity/Q99429784
Solentiname primitivist painting,http://www.wikidata.org/entity/Q99439379
Récupération,http://www.wikidata.org/entity/Q99439594
Semantic art,http://www.wikidata.org/entity/Q99708555
Q99816831,http://www.wikidata.org/entity/Q99816831
Q101423770,http://www.wikidata.org/entity/Q101423770
mannerist sculpture,http://www.wikidata.org/entity/Q104299484
Cass Corridor art movement,http://www.wikidata.org/entity/Q105104125
Murnauer Zeit,http://www.wikidata.org/entity/Q105321217
Official Salon of Painting and Sculpture,http://www.wikidata.org/entity/Q105679168
Mexican American artists,http://www.wikidata.org/entity/Q105979051
Transhylism,http://www.wikidata.org/entity/Q106559709
Lopburi art,http://www.wikidata.org/entity/Q106654023
Movimento Architettura Razionale,http://www.wikidata.org/entity/Q106689097
Flemish fantastic,http://www.wikidata.org/entity/Q106929835
The invisible sculptures,http://www.wikidata.org/entity/Q107091421
Q107142865,http://www.wikidata.org/entity/Q107142865
Codex Style,http://www.wikidata.org/entity/Q107418163
Chilean muralism,http://www.wikidata.org/entity/Q108600985
proletarian art,http://www.wikidata.org/entity/Q108702792
Forces nouvelles,http://www.wikidata.org/entity/Q109037912
Early Baroque,http://www.wikidata.org/entity/Q109180294
Pennsylvania Dutch,http://www.wikidata.org/entity/Q109251998
De Brug (Kunstenaarsvereniging),http://www.wikidata.org/entity/Q109931852
Group of Modern Painters in Rijeka,http://www.wikidata.org/entity/Q109958123
Prior-Hamblen School,http://www.wikidata.org/entity/Q110219219
Posturbanism,http://www.wikidata.org/entity/Q110262804
Q110453565,http://www.wikidata.org/entity/Q110453565
Anti-monuments in Mexico,http://www.wikidata.org/entity/Q110664392
Women's Art Movement,http://www.wikidata.org/entity/Q110705435
Q110900394,http://www.wikidata.org/entity/Q110900394
Polish School,http://www.wikidata.org/entity/Q111163380
Q111207344,http://www.wikidata.org/entity/Q111207344
Mameluke Revival,http://www.wikidata.org/entity/Q111255949
Weense school,http://www.wikidata.org/entity/Q111371847
Zuid Nederlandse school,http://www.wikidata.org/entity/Q111371889
Allusive Abstractionists,http://www.wikidata.org/entity/Q111726089
French Impressionism,http://www.wikidata.org/entity/Q111919284
Q111966502,http://www.wikidata.org/entity/Q111966502
Q111969167,http://www.wikidata.org/entity/Q111969167
linie,http://www.wikidata.org/entity/Q112576485
Q112685506,http://www.wikidata.org/entity/Q112685506
Yaroslavl school,http://www.wikidata.org/entity/Q112869097
post-avant-garde,http://www.wikidata.org/entity/Q113005557
Indonesian comics,http://www.wikidata.org/entity/Q113494706
Broa style,http://www.wikidata.org/entity/Q114837170
Metodo Castiglioni,http://www.wikidata.org/entity/Q115154832
French modernism,http://www.wikidata.org/entity/Q115169056
art revivalism,http://www.wikidata.org/entity/Q115921194
Northeast Renaissance,http://www.wikidata.org/entity/Q116212749
Salin style III,http://www.wikidata.org/entity/Q116478997
Salin style II,http://www.wikidata.org/entity/Q116479335
Salin style I,http://www.wikidata.org/entity/Q116479509
Modern European ink painting,http://www.wikidata.org/entity/Q116745258
Sezessionstil,http://www.wikidata.org/entity/Q119351555
Anglo/Netherlandish School,http://www.wikidata.org/entity/Q119860446
School of Avignon,http://www.wikidata.org/entity/Q120143150
Egnazia Group,http://www.wikidata.org/entity/Q120755885
